#ring	#detector	#layer	x	y	z
0	51	0	-70.5	2.45	-16.75
0	52	0	-70.5	-0.25	-16.75
0	53	0	-70.5	-2.45	-16.75
0	54	0	-70.5	-4.65	-16.75
0	55	0	-70.5	-6.85	-16.75
0	56	0	-70.5	-9.05	-16.75
0	57	0	-70.5	-11.25	-16.75
0	58	0	-70.5	-13.45	-16.75
0	59	0	-70.5	-15.65	-16.75
0	60	0	-68.8798	-21.6967	-16.75
0	61	0	-67.7798	-23.602	-16.75
0	62	0	-66.6798	-25.5072	-16.75
0	63	0	-65.5798	-27.4125	-16.75
0	64	0	-64.4798	-29.3177	-16.75
0	65	0	-63.3798	-31.223	-16.75
0	66	0	-62.2798	-33.1282	-16.75
0	67	0	-60.9298	-35.4665	-16.75
0	68	0	-59.8298	-37.3718	-16.75
0	69	0	-58.7298	-39.277	-16.75
0	70	0	-57.6298	-41.1823	-16.75
0	71	0	-56.5298	-43.0875	-16.75
0	72	0	-55.4298	-44.9928	-16.75
0	73	0	-54.3298	-46.898	-16.75
0	74	0	-53.2298	-48.8033	-16.75
0	75	0	-48.8033	-53.2298	-16.75
0	76	0	-46.898	-54.3298	-16.75
0	77	0	-44.9928	-55.4298	-16.75
0	78	0	-43.0875	-56.5298	-16.75
0	79	0	-41.1823	-57.6298	-16.75
0	80	0	-39.277	-58.7298	-16.75
0	81	0	-37.3718	-59.8298	-16.75
0	82	0	-35.0335	-61.1798	-16.75
0	83	0	-33.1282	-62.2798	-16.75
0	84	0	-31.223	-63.3798	-16.75
0	85	0	-29.3177	-64.4798	-16.75
0	86	0	-27.4125	-65.5798	-16.75
0	87	0	-25.5072	-66.6798	-16.75
0	88	0	-23.602	-67.7798	-16.75
0	89	0	-21.6967	-68.8798	-16.75
0	90	0	-15.65	-70.5	-16.75
0	91	0	-13.45	-70.5	-16.75
0	92	0	-11.25	-70.5	-16.75
0	93	0	-9.05	-70.5	-16.75
0	94	0	-6.85	-70.5	-16.75
0	95	0	-4.65	-70.5	-16.75
0	96	0	-2.45	-70.5	-16.75
0	97	0	0.25	-70.5	-16.75
0	98	0	2.45	-70.5	-16.75
0	99	0	4.65	-70.5	-16.75
0	100	0	6.85	-70.5	-16.75
0	101	0	9.05	-70.5	-16.75
0	102	0	11.25	-70.5	-16.75
0	103	0	13.45	-70.5	-16.75
0	104	0	15.65	-70.5	-16.75
0	105	0	21.6967	-68.8798	-16.75
0	106	0	23.602	-67.7798	-16.75
0	107	0	25.5072	-66.6798	-16.75
0	108	0	27.4125	-65.5798	-16.75
0	109	0	29.3177	-64.4798	-16.75
0	110	0	31.223	-63.3798	-16.75
0	111	0	33.1282	-62.2798	-16.75
0	112	0	35.4665	-60.9298	-16.75
0	113	0	37.3718	-59.8298	-16.75
0	114	0	39.277	-58.7298	-16.75
0	115	0	41.1823	-57.6298	-16.75
0	116	0	43.0875	-56.5298	-16.75
0	117	0	44.9928	-55.4298	-16.75
0	118	0	46.898	-54.3298	-16.75
0	119	0	48.8033	-53.2298	-16.75
0	120	0	53.2298	-48.8033	-16.75
0	121	0	54.3298	-46.898	-16.75
0	122	0	55.4298	-44.9928	-16.75
0	123	0	56.5298	-43.0875	-16.75
0	124	0	57.6298	-41.1823	-16.75
0	125	0	58.7298	-39.277	-16.75
0	126	0	59.8298	-37.3718	-16.75
0	127	0	61.1798	-35.0335	-16.75
0	128	0	62.2798	-33.1282	-16.75
0	129	0	63.3798	-31.223	-16.75
0	130	0	64.4798	-29.3177	-16.75
0	131	0	65.5798	-27.4125	-16.75
0	132	0	66.6798	-25.5072	-16.75
0	133	0	67.7798	-23.602	-16.75
0	134	0	68.8798	-21.6967	-16.75
0	135	0	70.5	-15.65	-16.75
0	136	0	70.5	-13.45	-16.75
0	137	0	70.5	-11.25	-16.75
0	138	0	70.5	-9.05	-16.75
0	139	0	70.5	-6.85	-16.75
0	140	0	70.5	-4.65	-16.75
0	141	0	70.5	-2.45	-16.75
0	142	0	70.5	0.25	-16.75
0	143	0	70.5	2.45	-16.75
0	144	0	70.5	4.65	-16.75
0	145	0	70.5	6.85	-16.75
0	146	0	70.5	9.05	-16.75
0	147	0	70.5	11.25	-16.75
0	148	0	70.5	13.45	-16.75
0	149	0	70.5	15.65	-16.75
0	150	0	68.8798	21.6967	-16.75
0	151	0	67.7798	23.602	-16.75
0	152	0	66.6798	25.5072	-16.75
0	153	0	65.5798	27.4125	-16.75
0	154	0	64.4798	29.3177	-16.75
0	155	0	63.3798	31.223	-16.75
0	156	0	62.2798	33.1282	-16.75
0	157	0	60.9298	35.4665	-16.75
0	158	0	59.8298	37.3718	-16.75
0	159	0	58.7298	39.277	-16.75
0	160	0	57.6298	41.1823	-16.75
0	161	0	56.5298	43.0875	-16.75
0	162	0	55.4298	44.9928	-16.75
0	163	0	54.3298	46.898	-16.75
0	164	0	53.2298	48.8033	-16.75
0	165	0	48.8033	53.2298	-16.75
0	166	0	46.898	54.3298	-16.75
0	167	0	44.9928	55.4298	-16.75
0	168	0	43.0875	56.5298	-16.75
0	169	0	41.1823	57.6298	-16.75
0	170	0	39.277	58.7298	-16.75
0	171	0	37.3718	59.8298	-16.75
0	172	0	35.0335	61.1798	-16.75
0	173	0	33.1282	62.2798	-16.75
0	174	0	31.223	63.3798	-16.75
0	175	0	29.3177	64.4798	-16.75
0	176	0	27.4125	65.5798	-16.75
0	177	0	25.5072	66.6798	-16.75
0	178	0	23.602	67.7798	-16.75
0	179	0	21.6967	68.8798	-16.75
1	0	0	15.65	70.5	-14.55
1	1	0	13.45	70.5	-14.55
1	2	0	11.25	70.5	-14.55
1	3	0	9.05	70.5	-14.55
1	4	0	6.85	70.5	-14.55
1	5	0	4.65	70.5	-14.55
1	6	0	2.45	70.5	-14.55
1	7	0	-0.25	70.5	-14.55
1	8	0	-2.45	70.5	-14.55
1	9	0	-4.65	70.5	-14.55
1	10	0	-6.85	70.5	-14.55
1	11	0	-9.05	70.5	-14.55
1	12	0	-11.25	70.5	-14.55
1	13	0	-13.45	70.5	-14.55
1	14	0	-15.65	70.5	-14.55
1	15	0	-21.6967	68.8798	-14.55
1	16	0	-23.602	67.7798	-14.55
1	17	0	-25.5072	66.6798	-14.55
1	18	0	-27.4125	65.5798	-14.55
1	19	0	-29.3177	64.4798	-14.55
1	20	0	-31.223	63.3798	-14.55
1	21	0	-33.1282	62.2798	-14.55
1	22	0	-35.4665	60.9298	-14.55
1	23	0	-37.3718	59.8298	-14.55
1	24	0	-39.277	58.7298	-14.55
1	25	0	-41.1823	57.6298	-14.55
1	26	0	-43.0875	56.5298	-14.55
1	27	0	-44.9928	55.4298	-14.55
1	28	0	-46.898	54.3298	-14.55
1	29	0	-48.8033	53.2298	-14.55
1	30	0	-53.2298	48.8033	-14.55
1	31	0	-54.3298	46.898	-14.55
1	32	0	-55.4298	44.9928	-14.55
1	33	0	-56.5298	43.0875	-14.55
1	34	0	-57.6298	41.1823	-14.55
1	35	0	-58.7298	39.277	-14.55
1	36	0	-59.8298	37.3718	-14.55
1	37	0	-61.1798	35.0335	-14.55
1	38	0	-62.2798	33.1282	-14.55
1	39	0	-63.3798	31.223	-14.55
1	40	0	-64.4798	29.3177	-14.55
1	41	0	-65.5798	27.4125	-14.55
1	42	0	-66.6798	25.5072	-14.55
1	43	0	-67.7798	23.602	-14.55
1	44	0	-68.8798	21.6967	-14.55
1	45	0	-70.5	15.65	-14.55
1	46	0	-70.5	13.45	-14.55
1	47	0	-70.5	11.25	-14.55
1	48	0	-70.5	9.05	-14.55
1	49	0	-70.5	6.85	-14.55
1	50	0	-70.5	4.65	-14.55
1	51	0	-70.5	2.45	-14.55
1	52	0	-70.5	-0.25	-14.55
1	53	0	-70.5	-2.45	-14.55
1	54	0	-70.5	-4.65	-14.55
1	55	0	-70.5	-6.85	-14.55
1	56	0	-70.5	-9.05	-14.55
1	57	0	-70.5	-11.25	-14.55
1	58	0	-70.5	-13.45	-14.55
1	59	0	-70.5	-15.65	-14.55
1	60	0	-68.8798	-21.6967	-14.55
1	61	0	-67.7798	-23.602	-14.55
1	62	0	-66.6798	-25.5072	-14.55
1	63	0	-65.5798	-27.4125	-14.55
1	64	0	-64.4798	-29.3177	-14.55
1	65	0	-63.3798	-31.223	-14.55
1	66	0	-62.2798	-33.1282	-14.55
1	67	0	-60.9298	-35.4665	-14.55
1	68	0	-59.8298	-37.3718	-14.55
1	69	0	-58.7298	-39.277	-14.55
1	70	0	-57.6298	-41.1823	-14.55
1	71	0	-56.5298	-43.0875	-14.55
1	72	0	-55.4298	-44.9928	-14.55
1	73	0	-54.3298	-46.898	-14.55
1	74	0	-53.2298	-48.8033	-14.55
1	75	0	-48.8033	-53.2298	-14.55
1	76	0	-46.898	-54.3298	-14.55
1	77	0	-44.9928	-55.4298	-14.55
1	78	0	-43.0875	-56.5298	-14.55
1	79	0	-41.1823	-57.6298	-14.55
1	80	0	-39.277	-58.7298	-14.55
1	81	0	-37.3718	-59.8298	-14.55
1	82	0	-35.0335	-61.1798	-14.55
1	83	0	-33.1282	-62.2798	-14.55
1	84	0	-31.223	-63.3798	-14.55
1	85	0	-29.3177	-64.4798	-14.55
1	86	0	-27.4125	-65.5798	-14.55
1	87	0	-25.5072	-66.6798	-14.55
1	88	0	-23.602	-67.7798	-14.55
1	89	0	-21.6967	-68.8798	-14.55
1	90	0	-15.65	-70.5	-14.55
1	91	0	-13.45	-70.5	-14.55
1	92	0	-11.25	-70.5	-14.55
1	93	0	-9.05	-70.5	-14.55
1	94	0	-6.85	-70.5	-14.55
1	95	0	-4.65	-70.5	-14.55
1	96	0	-2.45	-70.5	-14.55
1	97	0	0.25	-70.5	-14.55
1	98	0	2.45	-70.5	-14.55
1	99	0	4.65	-70.5	-14.55
1	100	0	6.85	-70.5	-14.55
1	101	0	9.05	-70.5	-14.55
1	102	0	11.25	-70.5	-14.55
1	103	0	13.45	-70.5	-14.55
1	104	0	15.65	-70.5	-14.55
1	105	0	21.6967	-68.8798	-14.55
1	106	0	23.602	-67.7798	-14.55
1	107	0	25.5072	-66.6798	-14.55
1	108	0	27.4125	-65.5798	-14.55
1	109	0	29.3177	-64.4798	-14.55
1	110	0	31.223	-63.3798	-14.55
1	111	0	33.1282	-62.2798	-14.55
1	112	0	35.4665	-60.9298	-14.55
1	113	0	37.3718	-59.8298	-14.55
1	114	0	39.277	-58.7298	-14.55
1	115	0	41.1823	-57.6298	-14.55
1	116	0	43.0875	-56.5298	-14.55
1	117	0	44.9928	-55.4298	-14.55
1	118	0	46.898	-54.3298	-14.55
1	119	0	48.8033	-53.2298	-14.55
1	120	0	53.2298	-48.8033	-14.55
1	121	0	54.3298	-46.898	-14.55
1	122	0	55.4298	-44.9928	-14.55
1	123	0	56.5298	-43.0875	-14.55
1	124	0	57.6298	-41.1823	-14.55
1	125	0	58.7298	-39.277	-14.55
1	126	0	59.8298	-37.3718	-14.55
1	127	0	61.1798	-35.0335	-14.55
1	128	0	62.2798	-33.1282	-14.55
1	129	0	63.3798	-31.223	-14.55
1	130	0	64.4798	-29.3177	-14.55
1	131	0	65.5798	-27.4125	-14.55
1	132	0	66.6798	-25.5072	-14.55
1	133	0	67.7798	-23.602	-14.55
1	134	0	68.8798	-21.6967	-14.55
1	135	0	70.5	-15.65	-14.55
1	136	0	70.5	-13.45	-14.55
1	137	0	70.5	-11.25	-14.55
1	138	0	70.5	-9.05	-14.55
1	139	0	70.5	-6.85	-14.55
1	140	0	70.5	-4.65	-14.55
1	141	0	70.5	-2.45	-14.55
1	142	0	70.5	0.25	-14.55
1	143	0	70.5	2.45	-14.55
1	144	0	70.5	4.65	-14.55
1	145	0	70.5	6.85	-14.55
1	146	0	70.5	9.05	-14.55
1	147	0	70.5	11.25	-14.55
1	148	0	70.5	13.45	-14.55
1	149	0	70.5	15.65	-14.55
1	150	0	68.8798	21.6967	-14.55
1	151	0	67.7798	23.602	-14.55
1	152	0	66.6798	25.5072	-14.55
1	153	0	65.5798	27.4125	-14.55
1	154	0	64.4798	29.3177	-14.55
1	155	0	63.3798	31.223	-14.55
1	156	0	62.2798	33.1282	-14.55
1	157	0	60.9298	35.4665	-14.55
1	158	0	59.8298	37.3718	-14.55
1	159	0	58.7298	39.277	-14.55
1	160	0	57.6298	41.1823	-14.55
1	161	0	56.5298	43.0875	-14.55
1	162	0	55.4298	44.9928	-14.55
1	163	0	54.3298	46.898	-14.55
1	164	0	53.2298	48.8033	-14.55
1	165	0	48.8033	53.2298	-14.55
1	166	0	46.898	54.3298	-14.55
1	167	0	44.9928	55.4298	-14.55
1	168	0	43.0875	56.5298	-14.55
1	169	0	41.1823	57.6298	-14.55
1	170	0	39.277	58.7298	-14.55
1	171	0	37.3718	59.8298	-14.55
1	172	0	35.0335	61.1798	-14.55
1	173	0	33.1282	62.2798	-14.55
1	174	0	31.223	63.3798	-14.55
1	175	0	29.3177	64.4798	-14.55
1	176	0	27.4125	65.5798	-14.55
1	177	0	25.5072	66.6798	-14.55
1	178	0	23.602	67.7798	-14.55
1	179	0	21.6967	68.8798	-14.55
2	0	0	15.65	70.5	-12.35
2	1	0	13.45	70.5	-12.35
2	2	0	11.25	70.5	-12.35
2	3	0	9.05	70.5	-12.35
2	4	0	6.85	70.5	-12.35
2	5	0	4.65	70.5	-12.35
2	6	0	2.45	70.5	-12.35
2	7	0	-0.25	70.5	-12.35
2	8	0	-2.45	70.5	-12.35
2	9	0	-4.65	70.5	-12.35
2	10	0	-6.85	70.5	-12.35
2	11	0	-9.05	70.5	-12.35
2	12	0	-11.25	70.5	-12.35
2	13	0	-13.45	70.5	-12.35
2	14	0	-15.65	70.5	-12.35
2	15	0	-21.6967	68.8798	-12.35
2	16	0	-23.602	67.7798	-12.35
2	17	0	-25.5072	66.6798	-12.35
2	18	0	-27.4125	65.5798	-12.35
2	19	0	-29.3177	64.4798	-12.35
2	20	0	-31.223	63.3798	-12.35
2	21	0	-33.1282	62.2798	-12.35
2	22	0	-35.4665	60.9298	-12.35
2	23	0	-37.3718	59.8298	-12.35
2	24	0	-39.277	58.7298	-12.35
2	25	0	-41.1823	57.6298	-12.35
2	26	0	-43.0875	56.5298	-12.35
2	27	0	-44.9928	55.4298	-12.35
2	28	0	-46.898	54.3298	-12.35
2	29	0	-48.8033	53.2298	-12.35
2	30	0	-53.2298	48.8033	-12.35
2	31	0	-54.3298	46.898	-12.35
2	32	0	-55.4298	44.9928	-12.35
2	33	0	-56.5298	43.0875	-12.35
2	34	0	-57.6298	41.1823	-12.35
2	35	0	-58.7298	39.277	-12.35
2	36	0	-59.8298	37.3718	-12.35
2	37	0	-61.1798	35.0335	-12.35
2	38	0	-62.2798	33.1282	-12.35
2	39	0	-63.3798	31.223	-12.35
2	40	0	-64.4798	29.3177	-12.35
2	41	0	-65.5798	27.4125	-12.35
2	42	0	-66.6798	25.5072	-12.35
2	43	0	-67.7798	23.602	-12.35
2	44	0	-68.8798	21.6967	-12.35
2	45	0	-70.5	15.65	-12.35
2	46	0	-70.5	13.45	-12.35
2	47	0	-70.5	11.25	-12.35
2	48	0	-70.5	9.05	-12.35
2	49	0	-70.5	6.85	-12.35
2	50	0	-70.5	4.65	-12.35
2	51	0	-70.5	2.45	-12.35
2	52	0	-70.5	-0.25	-12.35
2	53	0	-70.5	-2.45	-12.35
2	54	0	-70.5	-4.65	-12.35
2	55	0	-70.5	-6.85	-12.35
2	56	0	-70.5	-9.05	-12.35
2	57	0	-70.5	-11.25	-12.35
2	58	0	-70.5	-13.45	-12.35
2	59	0	-70.5	-15.65	-12.35
2	60	0	-68.8798	-21.6967	-12.35
2	61	0	-67.7798	-23.602	-12.35
2	62	0	-66.6798	-25.5072	-12.35
2	63	0	-65.5798	-27.4125	-12.35
2	64	0	-64.4798	-29.3177	-12.35
2	65	0	-63.3798	-31.223	-12.35
2	66	0	-62.2798	-33.1282	-12.35
2	67	0	-60.9298	-35.4665	-12.35
2	68	0	-59.8298	-37.3718	-12.35
2	69	0	-58.7298	-39.277	-12.35
2	70	0	-57.6298	-41.1823	-12.35
2	71	0	-56.5298	-43.0875	-12.35
2	72	0	-55.4298	-44.9928	-12.35
2	73	0	-54.3298	-46.898	-12.35
2	74	0	-53.2298	-48.8033	-12.35
2	75	0	-48.8033	-53.2298	-12.35
2	76	0	-46.898	-54.3298	-12.35
2	77	0	-44.9928	-55.4298	-12.35
2	78	0	-43.0875	-56.5298	-12.35
2	79	0	-41.1823	-57.6298	-12.35
2	80	0	-39.277	-58.7298	-12.35
2	81	0	-37.3718	-59.8298	-12.35
2	82	0	-35.0335	-61.1798	-12.35
2	83	0	-33.1282	-62.2798	-12.35
2	84	0	-31.223	-63.3798	-12.35
2	85	0	-29.3177	-64.4798	-12.35
2	86	0	-27.4125	-65.5798	-12.35
2	87	0	-25.5072	-66.6798	-12.35
2	88	0	-23.602	-67.7798	-12.35
2	89	0	-21.6967	-68.8798	-12.35
2	90	0	-15.65	-70.5	-12.35
2	91	0	-13.45	-70.5	-12.35
2	92	0	-11.25	-70.5	-12.35
2	93	0	-9.05	-70.5	-12.35
2	94	0	-6.85	-70.5	-12.35
2	95	0	-4.65	-70.5	-12.35
2	96	0	-2.45	-70.5	-12.35
2	97	0	0.25	-70.5	-12.35
2	98	0	2.45	-70.5	-12.35
2	99	0	4.65	-70.5	-12.35
2	100	0	6.85	-70.5	-12.35
2	101	0	9.05	-70.5	-12.35
2	102	0	11.25	-70.5	-12.35
2	103	0	13.45	-70.5	-12.35
2	104	0	15.65	-70.5	-12.35
2	105	0	21.6967	-68.8798	-12.35
2	106	0	23.602	-67.7798	-12.35
2	107	0	25.5072	-66.6798	-12.35
2	108	0	27.4125	-65.5798	-12.35
2	109	0	29.3177	-64.4798	-12.35
2	110	0	31.223	-63.3798	-12.35
2	111	0	33.1282	-62.2798	-12.35
2	112	0	35.4665	-60.9298	-12.35
2	113	0	37.3718	-59.8298	-12.35
2	114	0	39.277	-58.7298	-12.35
2	115	0	41.1823	-57.6298	-12.35
2	116	0	43.0875	-56.5298	-12.35
2	117	0	44.9928	-55.4298	-12.35
2	118	0	46.898	-54.3298	-12.35
2	119	0	48.8033	-53.2298	-12.35
2	120	0	53.2298	-48.8033	-12.35
2	121	0	54.3298	-46.898	-12.35
2	122	0	55.4298	-44.9928	-12.35
2	123	0	56.5298	-43.0875	-12.35
2	124	0	57.6298	-41.1823	-12.35
2	125	0	58.7298	-39.277	-12.35
2	126	0	59.8298	-37.3718	-12.35
2	127	0	61.1798	-35.0335	-12.35
2	128	0	62.2798	-33.1282	-12.35
2	129	0	63.3798	-31.223	-12.35
2	130	0	64.4798	-29.3177	-12.35
2	131	0	65.5798	-27.4125	-12.35
2	132	0	66.6798	-25.5072	-12.35
2	133	0	67.7798	-23.602	-12.35
2	134	0	68.8798	-21.6967	-12.35
2	135	0	70.5	-15.65	-12.35
2	136	0	70.5	-13.45	-12.35
2	137	0	70.5	-11.25	-12.35
2	138	0	70.5	-9.05	-12.35
2	139	0	70.5	-6.85	-12.35
2	140	0	70.5	-4.65	-12.35
2	141	0	70.5	-2.45	-12.35
2	142	0	70.5	0.25	-12.35
2	143	0	70.5	2.45	-12.35
2	144	0	70.5	4.65	-12.35
2	145	0	70.5	6.85	-12.35
2	146	0	70.5	9.05	-12.35
2	147	0	70.5	11.25	-12.35
2	148	0	70.5	13.45	-12.35
2	149	0	70.5	15.65	-12.35
2	150	0	68.8798	21.6967	-12.35
2	151	0	67.7798	23.602	-12.35
2	152	0	66.6798	25.5072	-12.35
2	153	0	65.5798	27.4125	-12.35
2	154	0	64.4798	29.3177	-12.35
2	155	0	63.3798	31.223	-12.35
2	156	0	62.2798	33.1282	-12.35
2	157	0	60.9298	35.4665	-12.35
2	158	0	59.8298	37.3718	-12.35
2	159	0	58.7298	39.277	-12.35
2	160	0	57.6298	41.1823	-12.35
2	161	0	56.5298	43.0875	-12.35
2	162	0	55.4298	44.9928	-12.35
2	163	0	54.3298	46.898	-12.35
2	164	0	53.2298	48.8033	-12.35
2	165	0	48.8033	53.2298	-12.35
2	166	0	46.898	54.3298	-12.35
2	167	0	44.9928	55.4298	-12.35
2	168	0	43.0875	56.5298	-12.35
2	169	0	41.1823	57.6298	-12.35
2	170	0	39.277	58.7298	-12.35
2	171	0	37.3718	59.8298	-12.35
2	172	0	35.0335	61.1798	-12.35
2	173	0	33.1282	62.2798	-12.35
2	174	0	31.223	63.3798	-12.35
2	175	0	29.3177	64.4798	-12.35
2	176	0	27.4125	65.5798	-12.35
2	177	0	25.5072	66.6798	-12.35
2	178	0	23.602	67.7798	-12.35
2	179	0	21.6967	68.8798	-12.35
3	0	0	15.65	70.5	-10.15
3	1	0	13.45	70.5	-10.15
3	2	0	11.25	70.5	-10.15
3	3	0	9.05	70.5	-10.15
3	4	0	6.85	70.5	-10.15
3	5	0	4.65	70.5	-10.15
3	6	0	2.45	70.5	-10.15
3	7	0	-0.25	70.5	-10.15
3	8	0	-2.45	70.5	-10.15
3	9	0	-4.65	70.5	-10.15
3	10	0	-6.85	70.5	-10.15
3	11	0	-9.05	70.5	-10.15
3	12	0	-11.25	70.5	-10.15
3	13	0	-13.45	70.5	-10.15
3	14	0	-15.65	70.5	-10.15
3	15	0	-21.6967	68.8798	-10.15
3	16	0	-23.602	67.7798	-10.15
3	17	0	-25.5072	66.6798	-10.15
3	18	0	-27.4125	65.5798	-10.15
3	19	0	-29.3177	64.4798	-10.15
3	20	0	-31.223	63.3798	-10.15
3	21	0	-33.1282	62.2798	-10.15
3	22	0	-35.4665	60.9298	-10.15
3	23	0	-37.3718	59.8298	-10.15
3	24	0	-39.277	58.7298	-10.15
3	25	0	-41.1823	57.6298	-10.15
3	26	0	-43.0875	56.5298	-10.15
3	27	0	-44.9928	55.4298	-10.15
3	28	0	-46.898	54.3298	-10.15
3	29	0	-48.8033	53.2298	-10.15
3	30	0	-53.2298	48.8033	-10.15
3	31	0	-54.3298	46.898	-10.15
3	32	0	-55.4298	44.9928	-10.15
3	33	0	-56.5298	43.0875	-10.15
3	34	0	-57.6298	41.1823	-10.15
3	35	0	-58.7298	39.277	-10.15
3	36	0	-59.8298	37.3718	-10.15
3	37	0	-61.1798	35.0335	-10.15
3	38	0	-62.2798	33.1282	-10.15
3	39	0	-63.3798	31.223	-10.15
3	40	0	-64.4798	29.3177	-10.15
3	41	0	-65.5798	27.4125	-10.15
3	42	0	-66.6798	25.5072	-10.15
3	43	0	-67.7798	23.602	-10.15
3	44	0	-68.8798	21.6967	-10.15
3	45	0	-70.5	15.65	-10.15
3	46	0	-70.5	13.45	-10.15
3	47	0	-70.5	11.25	-10.15
3	48	0	-70.5	9.05	-10.15
3	49	0	-70.5	6.85	-10.15
3	50	0	-70.5	4.65	-10.15
3	51	0	-70.5	2.45	-10.15
3	52	0	-70.5	-0.25	-10.15
3	53	0	-70.5	-2.45	-10.15
3	54	0	-70.5	-4.65	-10.15
3	55	0	-70.5	-6.85	-10.15
3	56	0	-70.5	-9.05	-10.15
3	57	0	-70.5	-11.25	-10.15
3	58	0	-70.5	-13.45	-10.15
3	59	0	-70.5	-15.65	-10.15
3	60	0	-68.8798	-21.6967	-10.15
3	61	0	-67.7798	-23.602	-10.15
3	62	0	-66.6798	-25.5072	-10.15
3	63	0	-65.5798	-27.4125	-10.15
3	64	0	-64.4798	-29.3177	-10.15
3	65	0	-63.3798	-31.223	-10.15
3	66	0	-62.2798	-33.1282	-10.15
3	67	0	-60.9298	-35.4665	-10.15
3	68	0	-59.8298	-37.3718	-10.15
3	69	0	-58.7298	-39.277	-10.15
3	70	0	-57.6298	-41.1823	-10.15
3	71	0	-56.5298	-43.0875	-10.15
3	72	0	-55.4298	-44.9928	-10.15
3	73	0	-54.3298	-46.898	-10.15
3	74	0	-53.2298	-48.8033	-10.15
3	75	0	-48.8033	-53.2298	-10.15
3	76	0	-46.898	-54.3298	-10.15
3	77	0	-44.9928	-55.4298	-10.15
3	78	0	-43.0875	-56.5298	-10.15
3	79	0	-41.1823	-57.6298	-10.15
3	80	0	-39.277	-58.7298	-10.15
3	81	0	-37.3718	-59.8298	-10.15
3	82	0	-35.0335	-61.1798	-10.15
3	83	0	-33.1282	-62.2798	-10.15
3	84	0	-31.223	-63.3798	-10.15
3	85	0	-29.3177	-64.4798	-10.15
3	86	0	-27.4125	-65.5798	-10.15
3	87	0	-25.5072	-66.6798	-10.15
3	88	0	-23.602	-67.7798	-10.15
3	89	0	-21.6967	-68.8798	-10.15
3	90	0	-15.65	-70.5	-10.15
3	91	0	-13.45	-70.5	-10.15
3	92	0	-11.25	-70.5	-10.15
3	93	0	-9.05	-70.5	-10.15
3	94	0	-6.85	-70.5	-10.15
3	95	0	-4.65	-70.5	-10.15
3	96	0	-2.45	-70.5	-10.15
3	97	0	0.25	-70.5	-10.15
3	98	0	2.45	-70.5	-10.15
3	99	0	4.65	-70.5	-10.15
3	100	0	6.85	-70.5	-10.15
3	101	0	9.05	-70.5	-10.15
3	102	0	11.25	-70.5	-10.15
3	103	0	13.45	-70.5	-10.15
3	104	0	15.65	-70.5	-10.15
3	105	0	21.6967	-68.8798	-10.15
3	106	0	23.602	-67.7798	-10.15
3	107	0	25.5072	-66.6798	-10.15
3	108	0	27.4125	-65.5798	-10.15
3	109	0	29.3177	-64.4798	-10.15
3	110	0	31.223	-63.3798	-10.15
3	111	0	33.1282	-62.2798	-10.15
3	112	0	35.4665	-60.9298	-10.15
3	113	0	37.3718	-59.8298	-10.15
3	114	0	39.277	-58.7298	-10.15
3	115	0	41.1823	-57.6298	-10.15
3	116	0	43.0875	-56.5298	-10.15
3	117	0	44.9928	-55.4298	-10.15
