#ring	#detector	#layer	x	y	z
3	118	0	46.898	-54.3298	-10.15
3	119	0	48.8033	-53.2298	-10.15
3	120	0	53.2298	-48.8033	-10.15
3	121	0	54.3298	-46.898	-10.15
3	122	0	55.4298	-44.9928	-10.15
3	123	0	56.5298	-43.0875	-10.15
3	124	0	57.6298	-41.1823	-10.15
3	125	0	58.7298	-39.277	-10.15
3	126	0	59.8298	-37.3718	-10.15
3	127	0	61.1798	-35.0335	-10.15
3	128	0	62.2798	-33.1282	-10.15
3	129	0	63.3798	-31.223	-10.15
3	130	0	64.4798	-29.3177	-10.15
3	131	0	65.5798	-27.4125	-10.15
3	132	0	66.6798	-25.5072	-10.15
3	133	0	67.7798	-23.602	-10.15
3	134	0	68.8798	-21.6967	-10.15
3	135	0	70.5	-15.65	-10.15
3	136	0	70.5	-13.45	-10.15
3	137	0	70.5	-11.25	-10.15
3	138	0	70.5	-9.05	-10.15
3	139	0	70.5	-6.85	-10.15
3	140	0	70.5	-4.65	-10.15
3	141	0	70.5	-2.45	-10.15
3	142	0	70.5	0.25	-10.15
3	143	0	70.5	2.45	-10.15
3	144	0	70.5	4.65	-10.15
3	145	0	70.5	6.85	-10.15
3	146	0	70.5	9.05	-10.15
3	147	0	70.5	11.25	-10.15
3	148	0	70.5	13.45	-10.15
3	149	0	70.5	15.65	-10.15
3	150	0	68.8798	21.6967	-10.15
3	151	0	67.7798	23.602	-10.15
3	152	0	66.6798	25.5072	-10.15
3	153	0	65.5798	27.4125	-10.15
3	154	0	64.4798	29.3177	-10.15
3	155	0	63.3798	31.223	-10.15
3	156	0	62.2798	33.1282	-10.15
3	157	0	60.9298	35.4665	-10.15
3	158	0	59.8298	37.3718	-10.15
3	159	0	58.7298	39.277	-10.15
3	160	0	57.6298	41.1823	-10.15
3	161	0	56.5298	43.0875	-10.15
3	162	0	55.4298	44.9928	-10.15
3	163	0	54.3298	46.898	-10.15
3	164	0	53.2298	48.8033	-10.15
3	165	0	48.8033	53.2298	-10.15
3	166	0	46.898	54.3298	-10.15
3	167	0	44.9928	55.4298	-10.15
3	168	0	43.0875	56.5298	-10.15
3	169	0	41.1823	57.6298	-10.15
3	170	0	39.277	58.7298	-10.15
3	171	0	37.3718	59.8298	-10.15
3	172	0	35.0335	61.1798	-10.15
3	173	0	33.1282	62.2798	-10.15
3	174	0	31.223	63.3798	-10.15
3	175	0	29.3177	64.4798	-10.15
3	176	0	27.4125	65.5798	-10.15
3	177	0	25.5072	66.6798	-10.15
3	178	0	23.602	67.7798	-10.15
3	179	0	21.6967	68.8798	-10.15
4	0	0	15.65	70.5	-7.95
4	1	0	13.45	70.5	-7.95
4	2	0	11.25	70.5	-7.95
4	3	0	9.05	70.5	-7.95
4	4	0	6.85	70.5	-7.95
4	5	0	4.65	70.5	-7.95
4	6	0	2.45	70.5	-7.95
4	7	0	-0.25	70.5	-7.95
4	8	0	-2.45	70.5	-7.95
4	9	0	-4.65	70.5	-7.95
4	10	0	-6.85	70.5	-7.95
4	11	0	-9.05	70.5	-7.95
4	12	0	-11.25	70.5	-7.95
4	13	0	-13.45	70.5	-7.95
4	14	0	-15.65	70.5	-7.95
4	15	0	-21.6967	68.8798	-7.95
4	16	0	-23.602	67.7798	-7.95
4	17	0	-25.5072	66.6798	-7.95
4	18	0	-27.4125	65.5798	-7.95
4	19	0	-29.3177	64.4798	-7.95
4	20	0	-31.223	63.3798	-7.95
4	21	0	-33.1282	62.2798	-7.95
4	22	0	-35.4665	60.9298	-7.95
4	23	0	-37.3718	59.8298	-7.95
4	24	0	-39.277	58.7298	-7.95
4	25	0	-41.1823	57.6298	-7.95
4	26	0	-43.0875	56.5298	-7.95
4	27	0	-44.9928	55.4298	-7.95
4	28	0	-46.898	54.3298	-7.95
4	29	0	-48.8033	53.2298	-7.95
4	30	0	-53.2298	48.8033	-7.95
4	31	0	-54.3298	46.898	-7.95
4	32	0	-55.4298	44.9928	-7.95
4	33	0	-56.5298	43.0875	-7.95
4	34	0	-57.6298	41.1823	-7.95
4	35	0	-58.7298	39.277	-7.95
4	36	0	-59.8298	37.3718	-7.95
4	37	0	-61.1798	35.0335	-7.95
4	38	0	-62.2798	33.1282	-7.95
4	39	0	-63.3798	31.223	-7.95
4	40	0	-64.4798	29.3177	-7.95
4	41	0	-65.5798	27.4125	-7.95
4	42	0	-66.6798	25.5072	-7.95
4	43	0	-67.7798	23.602	-7.95
4	44	0	-68.8798	21.6967	-7.95
4	45	0	-70.5	15.65	-7.95
4	46	0	-70.5	13.45	-7.95
4	47	0	-70.5	11.25	-7.95
4	48	0	-70.5	9.05	-7.95
4	49	0	-70.5	6.85	-7.95
4	50	0	-70.5	4.65	-7.95
4	51	0	-70.5	2.45	-7.95
4	52	0	-70.5	-0.25	-7.95
4	53	0	-70.5	-2.45	-7.95
4	54	0	-70.5	-4.65	-7.95
4	55	0	-70.5	-6.85	-7.95
4	56	0	-70.5	-9.05	-7.95
4	57	0	-70.5	-11.25	-7.95
4	58	0	-70.5	-13.45	-7.95
4	59	0	-70.5	-15.65	-7.95
4	60	0	-68.8798	-21.6967	-7.95
4	61	0	-67.7798	-23.602	-7.95
4	62	0	-66.6798	-25.5072	-7.95
4	63	0	-65.5798	-27.4125	-7.95
4	64	0	-64.4798	-29.3177	-7.95
4	65	0	-63.3798	-31.223	-7.95
4	66	0	-62.2798	-33.1282	-7.95
4	67	0	-60.9298	-35.4665	-7.95
4	68	0	-59.8298	-37.3718	-7.95
4	69	0	-58.7298	-39.277	-7.95
4	70	0	-57.6298	-41.1823	-7.95
4	71	0	-56.5298	-43.0875	-7.95
4	72	0	-55.4298	-44.9928	-7.95
4	73	0	-54.3298	-46.898	-7.95
4	74	0	-53.2298	-48.8033	-7.95
4	75	0	-48.8033	-53.2298	-7.95
4	76	0	-46.898	-54.3298	-7.95
4	77	0	-44.9928	-55.4298	-7.95
4	78	0	-43.0875	-56.5298	-7.95
4	79	0	-41.1823	-57.6298	-7.95
4	80	0	-39.277	-58.7298	-7.95
4	81	0	-37.3718	-59.8298	-7.95
4	82	0	-35.0335	-61.1798	-7.95
4	83	0	-33.1282	-62.2798	-7.95
4	84	0	-31.223	-63.3798	-7.95
4	85	0	-29.3177	-64.4798	-7.95
4	86	0	-27.4125	-65.5798	-7.95
4	87	0	-25.5072	-66.6798	-7.95
4	88	0	-23.602	-67.7798	-7.95
4	89	0	-21.6967	-68.8798	-7.95
4	90	0	-15.65	-70.5	-7.95
4	91	0	-13.45	-70.5	-7.95
4	92	0	-11.25	-70.5	-7.95
4	93	0	-9.05	-70.5	-7.95
4	94	0	-6.85	-70.5	-7.95
4	95	0	-4.65	-70.5	-7.95
4	96	0	-2.45	-70.5	-7.95
4	97	0	0.25	-70.5	-7.95
4	98	0	2.45	-70.5	-7.95
4	99	0	4.65	-70.5	-7.95
4	100	0	6.85	-70.5	-7.95
4	101	0	9.05	-70.5	-7.95
4	102	0	11.25	-70.5	-7.95
4	103	0	13.45	-70.5	-7.95
4	104	0	15.65	-70.5	-7.95
4	105	0	21.6967	-68.8798	-7.95
4	106	0	23.602	-67.7798	-7.95
4	107	0	25.5072	-66.6798	-7.95
4	108	0	27.4125	-65.5798	-7.95
4	109	0	29.3177	-64.4798	-7.95
4	110	0	31.223	-63.3798	-7.95
4	111	0	33.1282	-62.2798	-7.95
4	112	0	35.4665	-60.9298	-7.95
4	113	0	37.3718	-59.8298	-7.95
4	114	0	39.277	-58.7298	-7.95
4	115	0	41.1823	-57.6298	-7.95
4	116	0	43.0875	-56.5298	-7.95
4	117	0	44.9928	-55.4298	-7.95
4	118	0	46.898	-54.3298	-7.95
4	119	0	48.8033	-53.2298	-7.95
4	120	0	53.2298	-48.8033	-7.95
4	121	0	54.3298	-46.898	-7.95
4	122	0	55.4298	-44.9928	-7.95
4	123	0	56.5298	-43.0875	-7.95
4	124	0	57.6298	-41.1823	-7.95
4	125	0	58.7298	-39.277	-7.95
4	126	0	59.8298	-37.3718	-7.95
4	127	0	61.1798	-35.0335	-7.95
4	128	0	62.2798	-33.1282	-7.95
4	129	0	63.3798	-31.223	-7.95
4	130	0	64.4798	-29.3177	-7.95
4	131	0	65.5798	-27.4125	-7.95
4	132	0	66.6798	-25.5072	-7.95
4	133	0	67.7798	-23.602	-7.95
4	134	0	68.8798	-21.6967	-7.95
4	135	0	70.5	-15.65	-7.95
4	136	0	70.5	-13.45	-7.95
4	137	0	70.5	-11.25	-7.95
4	138	0	70.5	-9.05	-7.95
4	139	0	70.5	-6.85	-7.95
4	140	0	70.5	-4.65	-7.95
4	141	0	70.5	-2.45	-7.95
4	142	0	70.5	0.25	-7.95
4	143	0	70.5	2.45	-7.95
4	144	0	70.5	4.65	-7.95
4	145	0	70.5	6.85	-7.95
4	146	0	70.5	9.05	-7.95
4	147	0	70.5	11.25	-7.95
4	148	0	70.5	13.45	-7.95
4	149	0	70.5	15.65	-7.95
4	150	0	68.8798	21.6967	-7.95
4	151	0	67.7798	23.602	-7.95
4	152	0	66.6798	25.5072	-7.95
4	153	0	65.5798	27.4125	-7.95
4	154	0	64.4798	29.3177	-7.95
4	155	0	63.3798	31.223	-7.95
4	156	0	62.2798	33.1282	-7.95
4	157	0	60.9298	35.4665	-7.95
4	158	0	59.8298	37.3718	-7.95
4	159	0	58.7298	39.277	-7.95
4	160	0	57.6298	41.1823	-7.95
4	161	0	56.5298	43.0875	-7.95
4	162	0	55.4298	44.9928	-7.95
4	163	0	54.3298	46.898	-7.95
4	164	0	53.2298	48.8033	-7.95
4	165	0	48.8033	53.2298	-7.95
4	166	0	46.898	54.3298	-7.95
4	167	0	44.9928	55.4298	-7.95
4	168	0	43.0875	56.5298	-7.95
4	169	0	41.1823	57.6298	-7.95
4	170	0	39.277	58.7298	-7.95
4	171	0	37.3718	59.8298	-7.95
4	172	0	35.0335	61.1798	-7.95
4	173	0	33.1282	62.2798	-7.95
4	174	0	31.223	63.3798	-7.95
4	175	0	29.3177	64.4798	-7.95
4	176	0	27.4125	65.5798	-7.95
4	177	0	25.5072	66.6798	-7.95
4	178	0	23.602	67.7798	-7.95
4	179	0	21.6967	68.8798	-7.95
5	0	0	15.65	70.5	-5.75
5	1	0	13.45	70.5	-5.75
5	2	0	11.25	70.5	-5.75
5	3	0	9.05	70.5	-5.75
5	4	0	6.85	70.5	-5.75
5	5	0	4.65	70.5	-5.75
5	6	0	2.45	70.5	-5.75
5	7	0	-0.25	70.5	-5.75
5	8	0	-2.45	70.5	-5.75
5	9	0	-4.65	70.5	-5.75
5	10	0	-6.85	70.5	-5.75
5	11	0	-9.05	70.5	-5.75
5	12	0	-11.25	70.5	-5.75
5	13	0	-13.45	70.5	-5.75
5	14	0	-15.65	70.5	-5.75
5	15	0	-21.6967	68.8798	-5.75
5	16	0	-23.602	67.7798	-5.75
5	17	0	-25.5072	66.6798	-5.75
5	18	0	-27.4125	65.5798	-5.75
5	19	0	-29.3177	64.4798	-5.75
5	20	0	-31.223	63.3798	-5.75
5	21	0	-33.1282	62.2798	-5.75
5	22	0	-35.4665	60.9298	-5.75
5	23	0	-37.3718	59.8298	-5.75
5	24	0	-39.277	58.7298	-5.75
5	25	0	-41.1823	57.6298	-5.75
5	26	0	-43.0875	56.5298	-5.75
5	27	0	-44.9928	55.4298	-5.75
5	28	0	-46.898	54.3298	-5.75
5	29	0	-48.8033	53.2298	-5.75
5	30	0	-53.2298	48.8033	-5.75
5	31	0	-54.3298	46.898	-5.75
5	32	0	-55.4298	44.9928	-5.75
5	33	0	-56.5298	43.0875	-5.75
5	34	0	-57.6298	41.1823	-5.75
5	35	0	-58.7298	39.277	-5.75
5	36	0	-59.8298	37.3718	-5.75
5	37	0	-61.1798	35.0335	-5.75
5	38	0	-62.2798	33.1282	-5.75
5	39	0	-63.3798	31.223	-5.75
5	40	0	-64.4798	29.3177	-5.75
5	41	0	-65.5798	27.4125	-5.75
5	42	0	-66.6798	25.5072	-5.75
5	43	0	-67.7798	23.602	-5.75
5	44	0	-68.8798	21.6967	-5.75
5	45	0	-70.5	15.65	-5.75
5	46	0	-70.5	13.45	-5.75
5	47	0	-70.5	11.25	-5.75
5	48	0	-70.5	9.05	-5.75
5	49	0	-70.5	6.85	-5.75
5	50	0	-70.5	4.65	-5.75
5	51	0	-70.5	2.45	-5.75
5	52	0	-70.5	-0.25	-5.75
5	53	0	-70.5	-2.45	-5.75
5	54	0	-70.5	-4.65	-5.75
5	55	0	-70.5	-6.85	-5.75
5	56	0	-70.5	-9.05	-5.75
5	57	0	-70.5	-11.25	-5.75
5	58	0	-70.5	-13.45	-5.75
5	59	0	-70.5	-15.65	-5.75
5	60	0	-68.8798	-21.6967	-5.75
5	61	0	-67.7798	-23.602	-5.75
5	62	0	-66.6798	-25.5072	-5.75
5	63	0	-65.5798	-27.4125	-5.75
5	64	0	-64.4798	-29.3177	-5.75
5	65	0	-63.3798	-31.223	-5.75
5	66	0	-62.2798	-33.1282	-5.75
5	67	0	-60.9298	-35.4665	-5.75
5	68	0	-59.8298	-37.3718	-5.75
5	69	0	-58.7298	-39.277	-5.75
5	70	0	-57.6298	-41.1823	-5.75
5	71	0	-56.5298	-43.0875	-5.75
5	72	0	-55.4298	-44.9928	-5.75
5	73	0	-54.3298	-46.898	-5.75
5	74	0	-53.2298	-48.8033	-5.75
5	75	0	-48.8033	-53.2298	-5.75
5	76	0	-46.898	-54.3298	-5.75
5	77	0	-44.9928	-55.4298	-5.75
5	78	0	-43.0875	-56.5298	-5.75
5	79	0	-41.1823	-57.6298	-5.75
5	80	0	-39.277	-58.7298	-5.75
5	81	0	-37.3718	-59.8298	-5.75
5	82	0	-35.0335	-61.1798	-5.75
5	83	0	-33.1282	-62.2798	-5.75
5	84	0	-31.223	-63.3798	-5.75
5	85	0	-29.3177	-64.4798	-5.75
5	86	0	-27.4125	-65.5798	-5.75
5	87	0	-25.5072	-66.6798	-5.75
5	88	0	-23.602	-67.7798	-5.75
5	89	0	-21.6967	-68.8798	-5.75
5	90	0	-15.65	-70.5	-5.75
5	91	0	-13.45	-70.5	-5.75
5	92	0	-11.25	-70.5	-5.75
5	93	0	-9.05	-70.5	-5.75
5	94	0	-6.85	-70.5	-5.75
5	95	0	-4.65	-70.5	-5.75
5	96	0	-2.45	-70.5	-5.75
5	97	0	0.25	-70.5	-5.75
5	98	0	2.45	-70.5	-5.75
5	99	0	4.65	-70.5	-5.75
5	100	0	6.85	-70.5	-5.75
5	101	0	9.05	-70.5	-5.75
5	102	0	11.25	-70.5	-5.75
5	103	0	13.45	-70.5	-5.75
5	104	0	15.65	-70.5	-5.75
5	105	0	21.6967	-68.8798	-5.75
5	106	0	23.602	-67.7798	-5.75
5	107	0	25.5072	-66.6798	-5.75
5	108	0	27.4125	-65.5798	-5.75
5	109	0	29.3177	-64.4798	-5.75
5	110	0	31.223	-63.3798	-5.75
5	111	0	33.1282	-62.2798	-5.75
5	112	0	35.4665	-60.9298	-5.75
5	113	0	37.3718	-59.8298	-5.75
5	114	0	39.277	-58.7298	-5.75
5	115	0	41.1823	-57.6298	-5.75
5	116	0	43.0875	-56.5298	-5.75
5	117	0	44.9928	-55.4298	-5.75
5	118	0	46.898	-54.3298	-5.75
5	119	0	48.8033	-53.2298	-5.75
5	120	0	53.2298	-48.8033	-5.75
5	121	0	54.3298	-46.898	-5.75
5	122	0	55.4298	-44.9928	-5.75
5	123	0	56.5298	-43.0875	-5.75
5	124	0	57.6298	-41.1823	-5.75
5	125	0	58.7298	-39.277	-5.75
5	126	0	59.8298	-37.3718	-5.75
5	127	0	61.1798	-35.0335	-5.75
5	128	0	62.2798	-33.1282	-5.75
5	129	0	63.3798	-31.223	-5.75
5	130	0	64.4798	-29.3177	-5.75
5	131	0	65.5798	-27.4125	-5.75
5	132	0	66.6798	-25.5072	-5.75
5	133	0	67.7798	-23.602	-5.75
5	134	0	68.8798	-21.6967	-5.75
5	135	0	70.5	-15.65	-5.75
5	136	0	70.5	-13.45	-5.75
5	137	0	70.5	-11.25	-5.75
5	138	0	70.5	-9.05	-5.75
5	139	0	70.5	-6.85	-5.75
5	140	0	70.5	-4.65	-5.75
5	141	0	70.5	-2.45	-5.75
5	142	0	70.5	0.25	-5.75
5	143	0	70.5	2.45	-5.75
5	144	0	70.5	4.65	-5.75
5	145	0	70.5	6.85	-5.75
5	146	0	70.5	9.05	-5.75
5	147	0	70.5	11.25	-5.75
5	148	0	70.5	13.45	-5.75
5	149	0	70.5	15.65	-5.75
5	150	0	68.8798	21.6967	-5.75
5	151	0	67.7798	23.602	-5.75
5	152	0	66.6798	25.5072	-5.75
5	153	0	65.5798	27.4125	-5.75
5	154	0	64.4798	29.3177	-5.75
5	155	0	63.3798	31.223	-5.75
5	156	0	62.2798	33.1282	-5.75
5	157	0	60.9298	35.4665	-5.75
5	158	0	59.8298	37.3718	-5.75
5	159	0	58.7298	39.277	-5.75
5	160	0	57.6298	41.1823	-5.75
5	161	0	56.5298	43.0875	-5.75
5	162	0	55.4298	44.9928	-5.75
5	163	0	54.3298	46.898	-5.75
5	164	0	53.2298	48.8033	-5.75
5	165	0	48.8033	53.2298	-5.75
5	166	0	46.898	54.3298	-5.75
5	167	0	44.9928	55.4298	-5.75
5	168	0	43.0875	56.5298	-5.75
5	169	0	41.1823	57.6298	-5.75
5	170	0	39.277	58.7298	-5.75
5	171	0	37.3718	59.8298	-5.75
5	172	0	35.0335	61.1798	-5.75
5	173	0	33.1282	62.2798	-5.75
5	174	0	31.223	63.3798	-5.75
5	175	0	29.3177	64.4798	-5.75
5	176	0	27.4125	65.5798	-5.75
5	177	0	25.5072	66.6798	-5.75
5	178	0	23.602	67.7798	-5.75
5	179	0	21.6967	68.8798	-5.75
6	0	0	15.65	70.5	-3.55
6	1	0	13.45	70.5	-3.55
6	2	0	11.25	70.5	-3.55
6	3	0	9.05	70.5	-3.55
6	4	0	6.85	70.5	-3.55
6	5	0	4.65	70.5	-3.55
6	6	0	2.45	70.5	-3.55
6	7	0	-0.25	70.5	-3.55
6	8	0	-2.45	70.5	-3.55
6	9	0	-4.65	70.5	-3.55
6	10	0	-6.85	70.5	-3.55
6	11	0	-9.05	70.5	-3.55
6	12	0	-11.25	70.5	-3.55
6	13	0	-13.45	70.5	-3.55
6	14	0	-15.65	70.5	-3.55
6	15	0	-21.6967	68.8798	-3.55
6	16	0	-23.602	67.7798	-3.55
6	17	0	-25.5072	66.6798	-3.55
6	18	0	-27.4125	65.5798	-3.55
6	19	0	-29.3177	64.4798	-3.55
6	20	0	-31.223	63.3798	-3.55
6	21	0	-33.1282	62.2798	-3.55
6	22	0	-35.4665	60.9298	-3.55
6	23	0	-37.3718	59.8298	-3.55
6	24	0	-39.277	58.7298	-3.55
6	25	0	-41.1823	57.6298	-3.55
6	26	0	-43.0875	56.5298	-3.55
6	27	0	-44.9928	55.4298	-3.55
6	28	0	-46.898	54.3298	-3.55
6	29	0	-48.8033	53.2298	-3.55
6	30	0	-53.2298	48.8033	-3.55
6	31	0	-54.3298	46.898	-3.55
6	32	0	-55.4298	44.9928	-3.55
6	33	0	-56.5298	43.0875	-3.55
6	34	0	-57.6298	41.1823	-3.55
6	35	0	-58.7298	39.277	-3.55
6	36	0	-59.8298	37.3718	-3.55
6	37	0	-61.1798	35.0335	-3.55
6	38	0	-62.2798	33.1282	-3.55
6	39	0	-63.3798	31.223	-3.55
6	40	0	-64.4798	29.3177	-3.55
6	41	0	-65.5798	27.4125	-3.55
6	42	0	-66.6798	25.5072	-3.55
6	43	0	-67.7798	23.602	-3.55
6	44	0	-68.8798	21.6967	-3.55
6	45	0	-70.5	15.65	-3.55
6	46	0	-70.5	13.45	-3.55
6	47	0	-70.5	11.25	-3.55
6	48	0	-70.5	9.05	-3.55
6	49	0	-70.5	6.85	-3.55
6	50	0	-70.5	4.65	-3.55
6	51	0	-70.5	2.45	-3.55
6	52	0	-70.5	-0.25	-3.55
6	53	0	-70.5	-2.45	-3.55
6	54	0	-70.5	-4.65	-3.55
6	55	0	-70.5	-6.85	-3.55
6	56	0	-70.5	-9.05	-3.55
6	57	0	-70.5	-11.25	-3.55
6	58	0	-70.5	-13.45	-3.55
6	59	0	-70.5	-15.65	-3.55
6	60	0	-68.8798	-21.6967	-3.55
6	61	0	-67.7798	-23.602	-3.55
6	62	0	-66.6798	-25.5072	-3.55
6	63	0	-65.5798	-27.4125	-3.55
6	64	0	-64.4798	-29.3177	-3.55
6	65	0	-63.3798	-31.223	-3.55
6	66	0	-62.2798	-33.1282	-3.55
6	67	0	-60.9298	-35.4665	-3.55
6	68	0	-59.8298	-37.3718	-3.55
6	69	0	-58.7298	-39.277	-3.55
6	70	0	-57.6298	-41.1823	-3.55
6	71	0	-56.5298	-43.0875	-3.55
6	72	0	-55.4298	-44.9928	-3.55
6	73	0	-54.3298	-46.898	-3.55
6	74	0	-53.2298	-48.8033	-3.55
6	75	0	-48.8033	-53.2298	-3.55
6	76	0	-46.898	-54.3298	-3.55
6	77	0	-44.9928	-55.4298	-3.55
6	78	0	-43.0875	-56.5298	-3.55
6	79	0	-41.1823	-57.6298	-3.55
6	80	0	-39.277	-58.7298	-3.55
6	81	0	-37.3718	-59.8298	-3.55
6	82	0	-35.0335	-61.1798	-3.55
6	83	0	-33.1282	-62.2798	-3.55
6	84	0	-31.223	-63.3798	-3.55
6	85	0	-29.3177	-64.4798	-3.55
6	86	0	-27.4125	-65.5798	-3.55
6	87	0	-25.5072	-66.6798	-3.55
6	88	0	-23.602	-67.7798	-3.55
6	89	0	-21.6967	-68.8798	-3.55
6	90	0	-15.65	-70.5	-3.55
6	91	0	-13.45	-70.5	-3.55
6	92	0	-11.25	-70.5	-3.55
6	93	0	-9.05	-70.5	-3.55
6	94	0	-6.85	-70.5	-3.55
6	95	0	-4.65	-70.5	-3.55
6	96	0	-2.45	-70.5	-3.55
6	97	0	0.25	-70.5	-3.55
6	98	0	2.45	-70.5	-3.55
6	99	0	4.65	-70.5	-3.55
6	100	0	6.85	-70.5	-3.55
6	101	0	9.05	-70.5	-3.55
6	102	0	11.25	-70.5	-3.55
6	103	0	13.45	-70.5	-3.55
6	104	0	15.65	-70.5	-3.55
6	105	0	21.6967	-68.8798	-3.55
6	106	0	23.602	-67.7798	-3.55
6	107	0	25.5072	-66.6798	-3.55
6	108	0	27.4125	-65.5798	-3.55
6	109	0	29.3177	-64.4798	-3.55
6	110	0	31.223	-63.3798	-3.55
6	111	0	33.1282	-62.2798	-3.55
6	112	0	35.4665	-60.9298	-3.55
6	113	0	37.3718	-59.8298	-3.55
6	114	0	39.277	-58.7298	-3.55
6	115	0	41.1823	-57.6298	-3.55
6	116	0	43.0875	-56.5298	-3.55
6	117	0	44.9928	-55.4298	-3.55
6	118	0	46.898	-54.3298	-3.55
6	119	0	48.8033	-53.2298	-3.55
6	120	0	53.2298	-48.8033	-3.55
6	121	0	54.3298	-46.898	-3.55
6	122	0	55.4298	-44.9928	-3.55
6	123	0	56.5298	-43.0875	-3.55
6	124	0	57.6298	-41.1823	-3.55
6	125	0	58.7298	-39.277	-3.55
6	126	0	59.8298	-37.3718	-3.55
6	127	0	61.1798	-35.0335	-3.55
6	128	0	62.2798	-33.1282	-3.55
6	129	0	63.3798	-31.223	-3.55
6	130	0	64.4798	-29.3177	-3.55
6	131	0	65.5798	-27.4125	-3.55
6	132	0	66.6798	-25.5072	-3.55
6	133	0	67.7798	-23.602	-3.55
6	134	0	68.8798	-21.6967	-3.55
6	135	0	70.5	-15.65	-3.55
6	136	0	70.5	-13.45	-3.55
6	137	0	70.5	-11.25	-3.55
6	138	0	70.5	-9.05	-3.55
6	139	0	70.5	-6.85	-3.55
6	140	0	70.5	-4.65	-3.55
6	141	0	70.5	-2.45	-3.55
6	142	0	70.5	0.25	-3.55
6	143	0	70.5	2.45	-3.55
6	144	0	70.5	4.65	-3.55
6	145	0	70.5	6.85	-3.55
6	146	0	70.5	9.05	-3.55
6	147	0	70.5	11.25	-3.55
6	148	0	70.5	13.45	-3.55
6	149	0	70.5	15.65	-3.55
6	150	0	68.8798	21.6967	-3.55
6	151	0	67.7798	23.602	-3.55
6	152	0	66.6798	25.5072	-3.55
6	153	0	65.5798	27.4125	-3.55
6	154	0	64.4798	29.3177	-3.55
6	155	0	63.3798	31.223	-3.55
6	156	0	62.2798	33.1282	-3.55
6	157	0	60.9298	35.4665	-3.55
6	158	0	59.8298	37.3718	-3.55
6	159	0	58.7298	39.277	-3.55
6	160	0	57.6298	41.1823	-3.55
6	161	0	56.5298	43.0875	-3.55
6	162	0	55.4298	44.9928	-3.55
6	163	0	54.3298	46.898	-3.55
6	164	0	53.2298	48.8033	-3.55
6	165	0	48.8033	53.2298	-3.55
6	166	0	46.898	54.3298	-3.55
6	167	0	44.9928	55.4298	-3.55
6	168	0	43.0875	56.5298	-3.55
6	169	0	41.1823	57.6298	-3.55
6	170	0	39.277	58.7298	-3.55
6	171	0	37.3718	59.8298	-3.55
6	172	0	35.0335	61.1798	-3.55
6	173	0	33.1282	62.2798	-3.55
6	174	0	31.223	63.3798	-3.55
6	175	0	29.3177	64.4798	-3.55
6	176	0	27.4125	65.5798	-3.55
6	177	0	25.5072	66.6798	-3.55
6	178	0	23.602	67.7798	-3.55
6	179	0	21.6967	68.8798	-3.55
7	0	0	15.65	70.5	-1.35
7	1	0	13.45	70.5	-1.35
7	2	0	11.25	70.5	-1.35
7	3	0	9.05	70.5	-1.35
7	4	0	6.85	70.5	-1.35
7	5	0	4.65	70.5	-1.35
7	6	0	2.45	70.5	-1.35
7	7	0	-0.25	70.5	-1.35
7	8	0	-2.45	70.5	-1.35
7	9	0	-4.65	70.5	-1.35
7	10	0	-6.85	70.5	-1.35
7	11	0	-9.05	70.5	-1.35
7	12	0	-11.25	70.5	-1.35
7	13	0	-13.45	70.5	-1.35
7	14	0	-15.65	70.5	-1.35
7	15	0	-21.6967	68.8798	-1.35
7	16	0	-23.602	67.7798	-1.35
7	17	0	-25.5072	66.6798	-1.35
7	18	0	-27.4125	65.5798	-1.35
7	19	0	-29.3177	64.4798	-1.35
7	20	0	-31.223	63.3798	-1.35
7	21	0	-33.1282	62.2798	-1.35
7	22	0	-35.4665	60.9298	-1.35
7	23	0	-37.3718	59.8298	-1.35
7	24	0	-39.277	58.7298	-1.35
7	25	0	-41.1823	57.6298	-1.35
7	26	0	-43.0875	56.5298	-1.35
7	27	0	-44.9928	55.4298	-1.35
7	28	0	-46.898	54.3298	-1.35
7	29	0	-48.8033	53.2298	-1.35
7	30	0	-53.2298	48.8033	-1.35
7	31	0	-54.3298	46.898	-1.35
7	32	0	-55.4298	44.9928	-1.35
7	33	0	-56.5298	43.0875	-1.35
7	34	0	-57.6298	41.1823	-1.35
7	35	0	-58.7298	39.277	-1.35
7	36	0	-59.8298	37.3718	-1.35
7	37	0	-61.1798	35.0335	-1.35
7	38	0	-62.2798	33.1282	-1.35
7	39	0	-63.3798	31.223	-1.35
7	40	0	-64.4798	29.3177	-1.35
7	41	0	-65.5798	27.4125	-1.35
7	42	0	-66.6798	25.5072	-1.35
7	43	0	-67.7798	23.602	-1.35
7	44	0	-68.8798	21.6967	-1.35
7	45	0	-70.5	15.65	-1.35
7	46	0	-70.5	13.45	-1.35
7	47	0	-70.5	11.25	-1.35
7	48	0	-70.5	9.05	-1.35
7	49	0	-70.5	6.85	-1.35
7	50	0	-70.5	4.65	-1.35
7	51	0	-70.5	2.45	-1.35
7	52	0	-70.5	-0.25	-1.35
7	53	0	-70.5	-2.45	-1.35
7	54	0	-70.5	-4.65	-1.35
7	55	0	-70.5	-6.85	-1.35
7	56	0	-70.5	-9.05	-1.35
7	57	0	-70.5	-11.25	-1.35
7	58	0	-70.5	-13.45	-1.35
7	59	0	-70.5	-15.65	-1.35
